name,private,fork,archived,language,pushed_at,family,category,status,completion,real_utility,novel_concepts,u_n,description,one_liner,url,tags,salvage,notes
CAM_Locl,False,False,False,Python,2026-06-08,LLM / agents / tooling,LLM-agents-tooling,iteration,5,4,3,7,,"Standalone harness that measures how well a local LLM drives the CAM 4-tool MCP on a frozen corpus, classifying gaps as mitigatable-now vs gated-on-model.",https://github.com/deesatzed/CAM_Locl,"cam, local-llm, mcp-eval",Gap taxonomy: harness/prompt/corpus vs stronger-local-model — reuse for any local-SWE eval. | Frozen mcp/ copy of 4-tool CAM MCP; LOCAL_ARTIFACTS.md for weights/DBs not in git.,"Real-model/real-MCP/real-corpus, no mocks per README. Weights/DBs not in repo."
eTempleABX,True,False,False,HTML,2025-09-30,Clinical / EM / PHI,clinical-EM-PHI,sunset-candidate,5,4,3,7,,"Early Node/Express inpatient antibiotic assistant: form → dynamic prompt → OpenAI → formatted clinical Markdown, with caching and audit log.",https://github.com/deesatzed/eTempleABX,"antibiotics, openai, nodejs",,Ancestor of tuhs-abx-steward. Keep prompt/audit ideas in the Python/Agno app instead. novel_concepts=3 so no salvage list required.
loclM3,False,False,False,Python,2026-06-12,LLM / agents / tooling,LLM-agents-tooling,iteration,5,4,3,7,,MLX ChatBot GUI with React+FastAPI and MTPLX speculative decoding plus live TPS stats on Apple Silicon.,https://github.com/deesatzed/loclM3,"mlx, mtplx, speculative-decoding, mcp",Shared engine plus mcp_server.py for local MLX/MTPLX.,PR 1 added MCP. Overlaps local inference family. Personal GUI.
QA_Based_Persona,False,False,False,Python,2025-06-16,LLM / agents / tooling,LLM-agents-tooling,iteration,5,4,3,7,,Small public tool: build a persona JSON from a chat-history file then chat with it in Streamlit (merged persona_builder + personachat_app).,https://github.com/deesatzed/QA_Based_Persona,"personas, streamlit, openai",,"Public; 51KB; real merge PRs. Utility is personal/agent-eval, not product-grade. novelty <4 and utility <5 so no salvage list."
mlx-manager,False,False,False,Python,2025-10-01,Infra / devops,infra-devops,incomplete,4,4,3,7,,"Ollama-inspired MLX CLI+API scaffold: YAML Modelfiles, HF pull/convert, LoRA adapter registry, OpenAI-compatible SSE server, Homebrew formula, CI.",https://github.com/deesatzed/mlx-manager,"mlx, apple-silicon, ollama-like, ci",,README admits generated scaffold. Smoke tests only. Real inference depends on mlx_lm being present.
optQlab,False,False,False,Python,2026-08-02,LLM / agents / tooling,LLM-agents-tooling,incomplete,4,4,3,7,,"Workspace for an OptiQ Lab UX redesign: high-fidelity IA prototype (sample data) plus mlx-optiq-dev Phase-0 spine (schema v2, job bus, provenance APIs, pytest).",https://github.com/deesatzed/optQlab,"optiq, mlx, lab-ux, prototype",Fit Engine / machine strip / promote-gate / BYO eval sets from WP-0..3 — Lab IA worth merging into MLX-SAGE/Nex if that product continues.,README says Phase 0 spine complete in mlx-optiq-dev. Interactive prototype is not live Lab. Folder names have spaces.
abetterme,True,False,False,TypeScript,2025-12-31,Product prototypes,product-prototype,iteration,6,3,4,7,,"Voice-only Next.js/Prisma/Fly.io companion that runs a centering ritual, then gives life-centered moral guidance with action tracking.",https://github.com/deesatzed/abetterme,"voice, nextjs, wellness, fly.io","Pre-conversation centering ritual + post-conversation 'smallest next right action' loop | Life-centered value constitution (reverence, service, epistemic humility) as a reusable system prompt","Shipped-looking product (Docker, Prisma, Fly) but last commits are README copy. Personal experiment, not a platform."
dram-quest,True,False,False,TypeScript,2025-10-05,Product prototypes,product-prototype,incomplete,5,3,4,7,,Next.js/Prisma 'Palate OS' whiskey sommelier: GPT-4o guided tasting (visual→nose→palate→finish) that builds a Palate DNA preference vector.,https://github.com/deesatzed/dram-quest,"nextjs, preferences, gpt, tasting",Palate DNA preference-vector model (WHISKEY_DATABASE_SYSTEM.md) | Guided tasting state machine (visual → nose → palate → finish),"Single first-commit dump with jest, prisma, whiskey-cli. Fun, not strategic."
naked_straddle_sim,False,False,False,Python,2026-04-10,ML research,quant-research,incomplete,3,3,4,7,,"Phase-1 options engine on ace_core: estimate true price-path distributions, compare to market-implied, optimize payoff geometry, prevent ruin from model error.",https://github.com/deesatzed/naked_straddle_sim,"options, ace_core, factor-graph","True vs implied distribution mismatch to payoff geometry, with ruin-from-model-error constraint. | docs/factor_graph_schema.json plus STATISTICAL_RIGOR.md measurement plan. | ace_core adapters reused from hospital ACE forecasting.",Public. No README. Two commits on 2026-04-10. Sketch only.
qdrone,True,False,False,Python,2025-12-30,ML research,sim-research,incomplete,3,2,5,7,,"No-README quantum-inspired drone-swarm experiment wrapping drone-war-sim: adversarial parameter sweeps, realistic sensors, and a Legion adversary.",https://github.com/deesatzed/qdrone,"drones, quantum-inspired, adversarial, reproducibility",quantum_enhanced_swarm_v2.py swarm controller vs boids/orca baselines | adversarial_parameter_sweep.py + scripts/verify_sweep_reproducibility.py (integrity-first eval harness) | realistic_sensors.py and legion_adversary.py for noisy/adversarial evaluation,"README fetch empty. Playbook admits results integrity is not yet defensible. Keep as satellite of drone-war-sim, don't ship claims."
ultraQrag,False,False,False,Python,2026-03-31,LLM / agents / tooling,LLM-infra,incomplete,2,2,5,7,,Sketch of UltraQ/MFRS: an Ollama-style proxy that shorthand-compresses prompts and slot-banks MoE weights from SSD for large MoE models on 24-64GB Apple Silicon.,https://github.com/deesatzed/ultraQrag,"MoE, Apple-Silicon, MFRS, RoT",MFRS idea: shorthand pointers plus Render-of-Thought before flash-mlx MoE slot-bank. | Dual path: flash-moe for reasoning vs turboquant KV-cache compression for huge ingest. | Hardware autotune by RAM class expanding SSD slot-banks.,"Public, 21KB. README claims a lot; tree is tiny. Salvage the idea, not the code."
mlx-lm-bench,False,False,False,Python,2026-01-22,Infra / devops,infra-devops,iteration,5,4,2,6,mlx-lm-bench,"Script kit to benchmark/troubleshoot local MLX-LM, LM Studio, and vLLM-Metal servers: concurrency sweeps, bottleneck diagnosis, and a 2-lane intelligent queue.",https://github.com/deesatzed/mlx-lm-bench,"MLX, Apple-Silicon, benchmarking, local-LLM",,"Public. scripts/ only, lots of markdown. Useful locally; not a library. Complements QwPiCCO/ultraQrag Apple-Silicon theme."
O2NginEar,False,False,False,Python,2025-06-08,Product prototypes,product-prototype,incomplete,5,4,2,6,,"Personal 'drive' web app: FastAPI backend (main.py ~28k) + CRA my-drive-app frontend, Docker Compose; README is only the title.",https://github.com/deesatzed/O2NginEar,"fastapi, react, files",,Public; ARCHITECTURE.md/CICD_PIPELINE.md/CONTRIBUTING.md exist but README was 12 bytes. Two PRs for initial build. Could not decode ARCHITECTURE.md in this pass (API call blocked); one_liner from tree + package.json name my-drive-app.
repo-web,True,False,False,TypeScript,2026-07-02,Product prototypes,product-prototype,incomplete,5,4,2,6,,"Private Next.js Portfolio Builder: GitHub/local-folder architectural assessment, project grouping, OpenRouter insights, NextAuth, Prisma. Stale vs the rest of the fleet.",https://github.com/deesatzed/repo-web,"nextjs, github-octokit, portfolio, private",10-point architectural assessment + iteration/variant grouping of related repos — useful for this inventory itself.,Last meaningful commits 2026-04-18. README still says clone into portfolio-builder/. Overlaps CAM Rescue Desk.
repo-llm-briefing,False,False,False,,2026-08-28,LLM / agents / tooling,LLM-agents-tooling,iteration,4,4,2,6,"Repo-aware LLM briefing plugin for Grok Bot and Cursor: daily model releases, prices, and OpenRouter, filtered to your GitHub repos.",Cursor/Grok plugin pack (skill + agent + command) that briefings new LLM/model/price news filtered to the user's own GitHub stack.,https://github.com/deesatzed/repo-llm-briefing,"cursor-plugin, openrouter, skills",Skill repo-aware-llm-briefing: infer stack from GitHub then filter model-release news — reusable briefing prompt.,"Created 2026-08-28. Six markdown files only. Public, documented, no tests/CI. Installable plugin pack, not a running product."
Onc_Tumor_Board,True,False,False,TypeScript,2025-07-26,Clinical / EM / PHI,clinical-EM-PHI,incomplete,3,4,2,6,,"Unfinished Next.js/Prisma oncology tumor-board UI (dashboard, cases/[id], knowledge) with no README and a committed .env; page.tsx files are stubs.",https://github.com/deesatzed/Onc_Tumor_Board,"oncology, nextjs, prisma, no-readme",,Private; initial commit only. App routes exist but page.tsx sizes are 122–233 bytes — scaffolding. Could not fetch README (none). .env in app/.
cam_wiki,False,False,False,Swift,2026-08-06,Personal / local tools,macos-local-memory,sunset-candidate,5,3,3,6,,"Earlier Swift CAM Assistant tree (conversation, memory, retrieval, Mac tools, permissioned modules). Overlapped and likely superseded by CAM_Assistant.",https://github.com/deesatzed/cam_wiki,"swift, cam-assistant-precursor, duplicate",Permissioned module registry and clipboard/folder ingestion — confirm these landed in CAM_Assistant before deleting.,README still says product in progress. No CI. Prefer CAM_Assistant (has pages+ci and Direction).
Gemini_AMM_Prime,True,False,False,Python,2025-07-06,LLM / agents / tooling,LLM-agents-tooling,sunset-candidate,5,3,3,6,,"Genesis Prime V4 multi-agent 'consciousness' stack (5 named agents, pgvector, Next frontends, Phase-5 IIT/phi dashboards) — large, tested, conceptually overclaimed.",https://github.com/deesatzed/Gemini_AMM_Prime,"agno, iit, multi-agent, overclaimed",,Private ~3MB; many qa_phase_* JSON reports and test_*.py. Keep only if later work needs the 5-agent persona split (E-T/S-A/M-O/E-S/E-A); otherwise sunset with Genesis_Prime.
music-theory-muse,False,False,False,TypeScript,2025-11-12,Other,education,iteration,5,3,3,6,,"Gemini AI Studio music-theory SPA: piano/fretboard, progression builder, Song Detective, Web Audio playback. Stock README.",https://github.com/deesatzed/music-theory-muse,"music, gemini, web-audio",,README is the generic AI Studio banner. App.tsx + SongAnalyzer/Fretboard/ProgressionBuilder are real enough for a toy.
turboragger,False,False,False,Python,2026-06-08,ML research,ML-research,incomplete,5,3,3,6,,"Local RAG methodology harness chasing BEIR NFCorpus nDCG@10 SOTA via MiniLM/BGE/BM25 fusion, dense PRF, and GBDT score fusion. Best local 0.369 vs target 0.470. No README.",https://github.com/deesatzed/turboragger,"rag, beir, nfcorpus, score-fusion, no-readme","src/turboragger score_fusion,learned_fusion,dense,lexical,rrf,calibration plus artifacts/leaderboard.json. | Honest SOTA_TARGET.md / SOTA_ATTEMPT_REPORT.md — keep the eval discipline, not the losing fusion stack.",29k disk mostly artifacts/PDF. Did not beat voyage-3-m-exp or official BEIR 0.385. Research log more than a library.
Attuned,False,False,False,TypeScript,2026-05-20,Product prototypes,product-prototype,incomplete,4,3,3,6,,AI Studio couples-therapy app: partners submit EFT feelings and Gottman longings; Gemini reframes both into a shared session.,https://github.com/deesatzed/Attuned,"couples-therapy, EFT, Gottman, Gemini, AI-Studio",,Public. Generic AI Studio README; single initial commit 2026-05-20. package.json still named react-example. No tests.
Genesis_Prime,True,False,False,Python,2025-07-03,LLM / agents / tooling,LLM-agents-tooling,sunset-candidate,4,3,3,6,,"Earlier Genesis Prime V4 dump: 90+ root markdowns, many docker-compose.*.yml variants, Thousand-Questions onboarding; same consciousness product as Gemini_AMM_Prime.",https://github.com/deesatzed/Genesis_Prime,"agno, docker-compose, doc-bloat, overclaimed",,Private; README markets 'world's first production-ready artificial consciousness' and Φ=0.87 badges. Prefer deleting after cherry-picking any real memory/onboarding code into AMM.
moriahcareframe,False,False,False,Python,2026-06-21,LLM / agents / tooling,LLM-agents-tooling,incomplete,4,3,3,6,,"Tiny CAM-generated standalone subsystem transplant desk: show reusable packet evidence, preflight a target repo, write a reviewable patch plan before any copy.",https://github.com/deesatzed/moriahcareframe,"cam-showpiece, repo-necromancer, patch-plan",Smoke: python -m moriah_careframe demo / write-patch-plan — the CAM Necromancer product-proof.,"9 KB. Intentionally independent from CAM_CAM. Showpiece, not a product."
vams-code-enhancer,True,False,False,Python,2025-11-06,LLM / agents / tooling,dev-tooling,incomplete,4,3,3,6,,CLI that scans a Python tree for bugs/smells and injects VAMS init/learn/recall/feedback boilerplate.,https://github.com/deesatzed/vams-code-enhancer,"codemod, vams, static-analysis",,Thin. 'VAM-ify any codebase' is more sales than a robust codemod. Tests added in a follow-up commit.
petgenix,True,False,False,Python,2026-03-20,Product prototypes,product-prototype,incomplete,3,3,3,6,,"Early PetGenix prototype: FastAPI pet wellness engines plus Rust local parser for Embark/Wisdom DNA, aiming at zero-knowledge dog/cat nutrigenomics.",https://github.com/deesatzed/petgenix,"pet-genomics, zero-knowledge",,"Private, 43KB, no README. GEMINI.md is the spec. Companion of DNAsed, far less complete."
snipperdoodle,True,False,False,TypeScript,2025-09-29,Product prototypes,product-prototype,iteration,6,4,1,5,,"Next.js + Postgres T-SQL snippet librarian (upload, browse, search, syntax highlight) with Docker Compose and OpenAI snippet analysis.",https://github.com/deesatzed/snipperdoodle,"nextjs, sql-snippets, docker",,"Private TS; TESTING.md and two merge PRs (simplify-application, db-connection-status). Niche internal tool; not novel. README is honest and short."
sports-card-tracker,True,True,False,Python,2026-03-23,Forks (mostly 2017–18),forks-upstream,fork-keep,6,4,1,5,,"Fork of raigow/sports-card-tracker: eBay sold/active ingest, weighted card matching, 90-day median market value, flag listings 30%+ below market; some listing/PDF work on top.",https://github.com/deesatzed/sports-card-tracker,"sports-cards, eBay, fork",,"Private fork of raigow/sports-card-tracker. Related to SportsCardArbitrager. His commits: Topps Dynasty registry, alphanumeric card numbers, eBay shipping policies."
organimation,False,False,False,TypeScript,2026-07-30,Other,generative-art,final,7,3,2,5,,"Shipped p5.js generative-sketch playground with gallery, sliders, PNG export, and URL restore.",https://github.com/deesatzed/organimation,"p5, vite, github-pages, ci",URL round-trip of sketch params plus selfcheck script.,Live on GitHub Pages with CI deploy.
hackerterm-console,True,False,False,Python,2026-08-10,Product prototypes,product-prototype,iteration,5,3,2,5,,Private 10-pane sci-fi operator wall on herdr: a real-data telemetry suite vs an explicitly labeled fake-demo aesthetic suite.,https://github.com/deesatzed/hackerterm-console,"herdr, tui, telemetry, private",,"Private, 9 root files. doctor.py + launch.sh. Demo/recording tool. README encodes no-mock-without-approval."
podgobbler,True,False,False,TypeScript,2025-12-18,Product prototypes,product-prototype,iteration,5,3,2,5,,"Gemini 2.x web app that turns topics into a spoken daily briefing with search-grounded news, multi-voice TTS, and generated cover art.",https://github.com/deesatzed/podgobbler,"gemini, audio, news",,Standard Gemini Studio-style SPA. PRODUCTION_READINESS_AUDIT.md exists; still a personal toy.
cremahearth,True,False,False,HTML,2026-02-10,Product prototypes,product-prototype,incomplete,4,3,2,5,,HearthEternal: single-page HTML memorial/digital-likeness marketing site plus a tiny Node intake API that persists NDJSON submissions.,https://github.com/deesatzed/cremahearth,"digital-likeness, memorial, intake-form",,Private. No README. hearth_1.html plus server.js plus Dockerfile plus fly.toml. Naming collision with mamaclaw/Hearth Connected Care. Not the H@H product.
AAB,False,False,False,TypeScript,2025-07-19,LLM / agents / tooling,LLM-agents-tooling,incomplete,3,3,2,5,,"Tiny public Vite/React 'conversational Agno Agent Builder' (App.tsx, components/, services/) with a generic AI Studio README.",https://github.com/deesatzed/AAB,"agno, vite, agent-builder",,Public; 10KB; README is AI Studio boilerplate ('Run and deploy your AI Studio app'). Commit claims conversational Agno Agent Builder.
hippo_hippocrates,True,False,False,Python,2025-08-29,Clinical / EM / PHI,clinical-EM-PHI,sunset-candidate,3,3,2,5,,"Docker-compose 'Helix-Hippocrates' glue that promises consciousness-aware medical AI by wrapping PHEE + local PHI redaction + Gemini OCR; ~150KB, one commit.",https://github.com/deesatzed/hippo_hippocrates,"docker-compose, overclaimed, ocr",,"Private. README performance numbers (99.9% PHI, 90% specialist agreement) are unsourced. Real pieces live in redaktR/PHEE/other repos; this is a wrapper spec."
SecondSetEyes,True,False,False,Python,2024-07-07,Clinical / EM / PHI,clinical-EM-PHI,sunset-candidate,2,3,2,5,A clinical double check,"First sketch of the clinical double-check: 9KB Streamlit app.py whose README is only 'In Testing, Do not use'.",https://github.com/deesatzed/SecondSetEyes,"ed, safety, stub",,Private; GitHub description 'A clinical double check'. Keep the lineage idea; drop this copy.
clawamorphosis,False,False,True,Python,2026-03-23,LLM / agents / tooling,LLM-agents-tooling,sunset-candidate,7,2,3,5,⚠️ MOVED → github.com/deesatzed/CAM-Pulse — This repo is archived. All development continues at CAM-Pulse.,Archived CAM predecessor (validation-first multi-agent repo transformer). README itself says all development moved to CAM-Pulse.,https://github.com/deesatzed/clawamorphosis,"CAM, archived, superseded",,"Public, archived. Description points to CAM-Pulse. Do not develop here. Keep cam validate against real diffs as an invariant already in Pulse."
imbalanced,False,False,False,Python,2018-08-06,ML research,ML-research-legacy,sunset-candidate,4,2,3,5,Imbalanced learning add-ons for PyTorch,"2018 PyTorch imbalanced-learning library (pipelines, samplers, AutoPipeline); README still points at markalexander/imbalanced; pre-alpha, abandoned.",https://github.com/deesatzed/imbalanced,"imbalanced-learning, pytorch",,Public; not marked fork but install URL is another GitHub user. Last commit 2018-08-06. Historical only.
PHEE172,True,False,False,Python,2025-08-17,ML research,ML-research-legacy,sunset-candidate,4,2,3,5,,Streamlit 'AI consciousness detection' dashboard (ERIEs/GAI/SMC/PRC metrics) buried under a huge agent-chat log and plan-doc dump.,https://github.com/deesatzed/PHEE172,"consciousness, streamlit, overclaimed, doc-bloat",,"Private; 162 root entries, many Claude session .txt dumps. Claims 100% test coverage / production-ready consciousness detection. Not credible; skip salvage unless later batches need the metric names."
SMOTERE,False,False,False,Jupyter Notebook,2018-02-24,ML research,ML-research-legacy,sunset-candidate,3,2,3,5,A Method based on Oversampling and Ensemble Learning for Predicting the Number of Software Defects,2018 personal notebooks + PROMISE-style project folders (ant/ivy/jedit/…) reproducing a software-defect oversampling paper; not a GitHub fork.,https://github.com/deesatzed/SMOTERE,"smote, defect-prediction, notebooks",,Public; README is the paper abstract. Data-upload commit churn. Historical ML homework/research.
Q12Dgates,False,False,False,HTML,2026-08-08,ML research,ML-research,sunset-candidate,2,1,4,5,,Recovery baseline of a speculative six-mode / twelve-coordinate GKP-decoder teaching UI after power-loss; not a reproducible Angular build and not a real QEC simulator.,https://github.com/deesatzed/Q12Dgates,"qec, gkp, recovery-snapshot, teaching-ui","Q12D.md hypothesis + honest evidence boundary (Canvas projection, not N-dim state simulator) — keep the writeup, drop the broken snapshot as a product.","Byte-verified recovery 2026-08-07. No package.json/lockfile. Related deferred E5 in AIRE_Prime. Archive, do not rebuild from this tree."
JRE-BSG-DHSW,True,False,False,Python,2026-05-05,Clinical / EM / PHI,clinical-EM-PHI,sunset-candidate,6,3,1,4,,"Private snapshot of the same JRE/Black Swan/ClinSafer interview artifact as public ClinSafer (same README and root layout, earlier push).",https://github.com/deesatzed/JRE-BSG-DHSW,"JRE, duplicate",Keep only if it contains interview decks not in public ClinSafer; else archive and point to ClinSafer.,Private. Root and README match ClinSafer. Pushed 2026-05-05 vs ClinSafer 2026-05-08.
groupeatz,False,False,False,TypeScript,2025-06-20,Product prototypes,product-prototype,incomplete,4,3,1,4,,"Public Next.js group-dining app (login/register, groups, restaurants, preferences, recommendations, admin) with a 12-byte README.",https://github.com/deesatzed/groupeatz,"nextjs, restaurants, social",,"Public; first commit; Prisma + middleware. Substantial UI routes but zero docs. Not clinical, not novel."
omlxurus,False,False,False,Shell,2026-07-16,Infra / devops,infra-devops,incomplete,4,3,1,4,,Thin integration scaffold: point Osaurus at a local oMLX OpenAI-compatible endpoint and smoke-test chat/stream/tools/cancel/recovery.,https://github.com/deesatzed/omlxurus,"osaurus, omlx, openai-compat",,Small public repo. Phase 0/1 only. Does not vendor either upstream.
vams-app-template,True,False,False,Python,2025-11-06,LLM / agents / tooling,LLM-agents-tooling,incomplete,4,3,1,4,,Cookiecutter-style Python scaffold: MemoryManager + conversation-assistant example depending on VAMS + Vamplify-Claude.,https://github.com/deesatzed/vams-app-template,"template, vams",,"Genuine template, not a product. Fine to keep as starter; low salvage."
repoWeb,False,False,False,TypeScript,2026-01-12,Product prototypes,product-prototype,incomplete,3,3,1,4,,Thin DevShowcase wrapper: a Next.js app under nextjs_space/ that is supposed to generate an employer-facing portfolio from a GitHub username.,https://github.com/deesatzed/repoWeb,"portfolio, Next.js",,Public. Root is gitignore plus 443-byte README plus nextjs_space/. One commit 2025-12-31 on branch devshowcase-bootstrap.
agora_prime,True,False,False,Python,2025-09-29,LLM / agents / tooling,LLM-agents-tooling,sunset-candidate,4,2,2,4,,"Hype-heavy 'distributed sentience' Python sandbox (Docker, tests, many REVOLUTIONARY_*.md files) around autonomous agent development; disk only ~200KB of real code.",https://github.com/deesatzed/agora_prime,"sandbox, overclaimed, docker",,Private; .env committed. README claims world-class sentience; tree is mostly plan/status markdown plus a few test/demo py files. Not salvage-priority.
faustino,False,False,False,Python,2026-08-26,LLM / agents / tooling,LLM-agents-tooling,incomplete,2,2,1,3,,Early test-first local-first Mac terminal knowledge workbench; existing MLX fallback chat plus stub library/retrieval package.,https://github.com/deesatzed/faustino,"mlx, tui, local-first, wip",,12 blobs. README says workbench is being built test-first; fastino_chat.py is MLX fallback. Sketch.
vamskills,True,False,False,,2025-11-06,LLM / agents / tooling,LLM-agents-tooling,sunset-candidate,1,2,1,3,,Landing-page repo: a single README linking the seven VAMS project GitHub URLs. No code.,https://github.com/deesatzed/vamskills,"docs-only, ecosystem",,README-only. Ecosystem map is useful once; then delete.
gan_imbalance,False,False,False,Python,2018-06-21,ML research,ML-research-legacy,sunset-candidate,2,1,2,3,GANs for learning from imbalance data,Tiny 2018 experiment: gan.py + sampler.py for GANs on imbalanced data; 54-byte README.,https://github.com/deesatzed/gan_imbalance,"gan, imbalanced-learning",,Public; 5KB; three same-day commits. Toy.
homebrew-mlx-manager,False,False,False,Ruby,2025-10-01,Infra / devops,infra-devops,final,2,2,0,2,,Homebrew tap containing only Formula mlx-manager.rb pointing at deesatzed/mlx-manager v0.1.0.,https://github.com/deesatzed/homebrew-mlx-manager,"homebrew, mlx",,No README (fetch empty). Keep as the tap next to mlx-manager; not independently useful.
keras2sql,False,True,False,Python,2018-02-22,Forks (mostly 2017–18),forks-upstream,fork-drop,2,0,2,2,Deep Learning (Keras) Models Deployment using SQL databases,Fork of a library that compiles Keras models into SQL for in-database inference.,https://github.com/deesatzed/keras2sql,"keras, sql, 2018",,Public fork; interesting 2018 idea but unused since. Not unique to this user.
agno-feb26,False,True,False,Python,2026-02-15,Forks (mostly 2017–18),forks-upstream,fork-drop,8,1,0,1,Build multi-agent systems that learn and improve with every interaction.,Unmodified-looking fork of agno-agi/agno (multi-agent framework that learns). Recent commits are upstream CI/chore; no evidence of local productization.,https://github.com/deesatzed/agno-feb26,"agno, multi-agent, fork",,Public fork of agno-agi/agno. 42MB. Last commits are upstream. Keep as a pin only if a downstream repo imports it; otherwise drop.
DNAsedLongevity,True,False,False,,2026-03-11,Product prototypes,product-prototype,sunset-candidate,1,1,0,1,,README-only landing stub pointing at emedgen.fly.dev and a companion-app Releases page for the DNAsed product.,https://github.com/deesatzed/DNAsedLongevity,"stub, genomics, landing",,Private. diskUsage=0 except README.md (1120 bytes). One initial commit. Real product lives in DNAsed.
Conditional_VAE,False,True,False,Jupyter Notebook,2017-10-02,Forks (mostly 2017–18),forks-upstream,fork-drop,2,0,1,1,conditional variational autoencoder written in Keras,Fork of a Keras CVAE on MNIST (notebook + conditional_vae.py).,https://github.com/deesatzed/Conditional_VAE,"vae, keras, 2018",,Public fork.
GreedyBoost,False,True,False,Python,2018-02-21,Forks (mostly 2017–18),forks-upstream,fork-drop,2,0,1,1,Implementation of Modified Online Adaboost-ing algorithm,Fork of online-boosting experiments (OzaBoost/SmoothBoost/GreedyBoost) with paper PDF.,https://github.com/deesatzed/GreedyBoost,"boosting, 2018",,Public fork.
imbalanced-algorithms,False,True,False,Python,2017-07-14,Forks (mostly 2017–18),forks-upstream,fork-drop,2,0,1,1,Python-based implementations of algorithms for learning on imbalanced data.,"Fork of ND DIAL imbalanced-learning algorithms (SMOTE, RUS, RAMO, GAN, VAE, DAE as standalone .py files).",https://github.com/deesatzed/imbalanced-algorithms,"imbalanced-learning, 2017",,Public fork; ~29MB. Last upstream 2017.
infiniteboost,False,True,False,Jupyter Notebook,2018-02-24,Forks (mostly 2017–18),forks-upstream,fork-drop,2,0,1,1,InfiniteBoost: building infinite ensembles with gradient descent,Fork of arogozhnikov InfiniteBoost (infinite ensembles via gradient descent) with paper/ and tests/; no evidence of local research on top.,https://github.com/deesatzed/infiniteboost,"boosting, 2018",,Public fork; README still has upstream image URL. Created 2018-02-24.
keras_lstm_vae,False,True,False,Python,2017-11-24,Forks (mostly 2017–18),forks-upstream,fork-drop,2,0,1,1,Keras implementation of LSTM Variational Autoencoder,"Fork of a Keras LSTM-VAE (lstm_vae/, example.py); upstream notes the example still needs fixing.",https://github.com/deesatzed/keras_lstm_vae,"vae, lstm, keras, 2018",,Public fork.
kmeans_smote,False,True,False,Python,2018-02-06,Forks (mostly 2017–18),forks-upstream,fork-drop,2,0,1,1,Oversampling for imbalanced learning based on k-means and SMOTE,"Fork of k-means+SMOTE oversampling (kmeans_smote.py, Travis CI, docs).",https://github.com/deesatzed/kmeans_smote,"smote, imbalanced-learning, 2018",,Public fork; last upstream PR noted in commits (felix-last multiclass).
XGBOD,False,True,False,Python,2018-02-15,Forks (mostly 2017–18),forks-upstream,fork-drop,2,0,1,1,Supplementary materials for XGBOD paper,"Fork of Zhao/Hryniewicki XGBOD paper supplementary (datasets, xgbod_full.py demo).",https://github.com/deesatzed/XGBOD,"outlier-detection, xgboost, 2018",,Public fork; ~11MB datasets.
grad_cam_gluon,False,True,False,Jupyter Notebook,2017-12-17,Forks (mostly 2017–18),forks-upstream,fork-drop,1,0,1,1,Grad CAM for Text Classification ,Fork of a Gluon Grad-CAM-for-text notebook (text_grad_cam.ipynb).,https://github.com/deesatzed/grad_cam_gluon,"gradcam, nlp, mxnet, 2018",,Public fork; created 2018-03-01.
MEBoost,False,True,False,Python,2018-01-13,Forks (mostly 2017–18),forks-upstream,fork-drop,1,0,1,1,,Fork of MEBoost.py mixing estimators with boosting for imbalanced classification.,https://github.com/deesatzed/MEBoost,"boosting, imbalanced-learning, 2018",,Public fork; four files.
my_gcForest,False,True,False,Jupyter Notebook,2017-03-31,Forks (mostly 2017–18),forks-upstream,fork-drop,1,0,1,1,,Fork of an unofficial gcForest (deep forest) taste-notebook before Zhou's official release.,https://github.com/deesatzed/my_gcForest,"gcforest, notebooks, 2017",,Public fork; 5KB.
AnomalyDetectionUsingAutoencoder,False,True,False,Python,2018-02-19,Forks (mostly 2017–18),forks-upstream,fork-drop,2,0,0,0,Anomaly detection using Autoencoder implemented with Keras 2.,"Fork of a small Keras autoencoder anomaly-detection trainer (train.py, models.py).",https://github.com/deesatzed/AnomalyDetectionUsingAutoencoder,"autoencoder, anomaly, 2018",,Public fork.
deepo,False,True,False,Python,2018-02-24,Forks (mostly 2017–18),forks-upstream,fork-drop,2,0,0,0,A series of Docker images (and their generator) that allows you to quickly set up your deep learning research environment.,Fork of ufoym/deepo (Docker image generator for DL frameworks); CircleCI config from upstream.,https://github.com/deesatzed/deepo,"docker, deeplearning, 2018",,Public fork; no local continuation.
dl_study_with_gluon,False,True,False,Jupyter Notebook,2018-02-28,Forks (mostly 2017–18),forks-upstream,fork-drop,2,0,0,0,Deep Learning Study with Gluon,"Unmodified fork of a Gluon/MXNet deep-learning study notebook collection (Basic, GAN, VAE, etc.).",https://github.com/deesatzed/dl_study_with_gluon,"mxnet, notebooks, 2018",,Public fork; created 2018-03-01 with no later local work (pushedAt is upstream). ~53MB notebooks.
docker-dataiku-dss,False,True,False,Shell,2017-02-25,Forks (mostly 2017–18),forks-upstream,fork-drop,2,0,0,0,Docker image for Dataiku Science Studio,Fork of Dockerfiles for Dataiku DSS (account's first 2017 repo); anode/snode/dss image variants.,https://github.com/deesatzed/docker-dataiku-dss,"docker, dataiku, 2017",,Public fork; created 2017-02-25 same day as the GitHub account. No local continuation.
